icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,country,trajectory_id,is_spoofed,spoof_category
4ca2cb,EIN5AT,Ireland,1730508884.0,1730508884.0,2.604,47.9913,10668.0,False,234.94,142.03,0.0,,11368.0,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509008.0,1730509008.0,2.8431,47.7836,10668.0,False,236.25,142.43,0.0,,11368.0,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509123.0,1730509123.0,3.0626,47.5909,10675.62,False,234.59,142.75,0.0,,11375.62,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509233.0,1730509233.0,3.2154,47.387,10629.9,False,230.75,157.04,0.0,,11329.9,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509362.0,1730509362.0,3.369,47.1381,9997.44,False,237.04,157.27,0.0,,10697.44,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509484.0,1730509484.0,3.5149,46.8996,8671.56,False,230.83,157.32,0.0,,9371.56,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509586.0,1730509586.0,3.6298,46.7097,7543.8,False,222.32,157.41,0.0,,8243.8,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509714.0,1730509714.0,3.7987,46.4973,6156.96,False,206.37,133.08,0.0,,6856.96,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509834.0,1730509834.0,4.0216,46.349,5189.22,False,190.65,133.91,0.0,,5889.22,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730509942.0,1730509942.0,4.2418,46.2506,4130.04,False,182.13,118.88,0.0,,4830.04,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730510072.0,1730510072.0,4.4981,46.1515,3147.06,False,165.59,119.19,0.0,,3847.06,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730510181.0,1730510181.0,4.6853,46.0788,2331.72,False,145.11,119.29,0.0,,3031.72,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730510306.0,1730510306.0,4.887,45.9996,1447.8,False,139.61,119.59,0.0,,2147.8,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730510436.0,1730510436.0,5.0658,45.9205,1150.62,False,128.39,158.37,0.0,,1850.62,,False,0,France,4ca2cb_30da6539,0,
4ca2cb,EIN5AT,Ireland,1730510559.0,1730510559.0,5.0845,45.7954,548.64,False,87.8,174.96,0.0,,1248.6399999999999,,False,0,France,4ca2cb_30da6539,0,
4ca301,RYR19TJ,Ireland,1731110400.0,1731110400.0,-2.7658,51.3809,739.14,False,84.82,264.08,0.0,,1439.1399999999999,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731110506.0,1731110506.0,-2.9057,51.3967,2362.2,False,127.17,339.15,0.0,,3062.2,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731110632.0,1731110632.0,-2.6878,51.518,3467.1,False,212.58,63.56,0.0,,4167.1,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731110744.0,1731110744.0,-2.3431,51.5158,4640.58,False,221.96,96.12,0.0,,5340.58,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731110867.0,1731110867.0,-1.9418,51.4821,6103.62,False,236.74,97.74,0.0,,6803.62,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731110986.0,1731110986.0,-1.5318,51.4468,6957.06,False,248.45,98.21,0.0,,7657.06,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111107.0,1731111107.0,-1.1112,51.3945,7566.66,False,249.29,95.92,0.0,,8266.66,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111226.0,1731111226.0,-0.6763,51.3719,8404.86,False,263.3,94.82,0.0,,9104.86,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111341.0,1731111341.0,-0.2368,51.3606,9113.52,False,264.94,90.11,0.0,,9813.52,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111457.0,1731111457.0,0.203,51.3669,9936.48,False,266.07,88.45,0.0,,10636.48,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111563.0,1731111563.0,0.6145,51.3723,10431.78,False,271.64,89.35,0.0,,11131.78,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111689.0,1731111689.0,1.0823,51.3539,10668.0,False,253.04,104.12,0.0,,11368.0,,False,0,United Kingdom,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111809.0,1731111809.0,1.5147,51.2989,10668.0,False,258.49,101.71,0.0,,11368.0,,False,0,Sea,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731111925.0,1731111925.0,1.9397,51.2435,10668.0,False,261.83,101.91,0.0,,11368.0,,False,0,Sea,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112043.0,1731112043.0,2.3719,51.1861,10668.0,False,260.93,102.06,0.0,,11368.0,,False,0,Sea,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112159.0,1731112159.0,2.7834,51.1294,10668.0,False,252.49,102.59,0.0,,11368.0,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112280.0,1731112280.0,3.2085,51.0695,10668.0,False,254.11,102.63,0.0,,11368.0,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112400.0,1731112400.0,3.6288,51.008,10668.0,False,247.44,103.34,0.0,,11368.0,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112515.0,1731112515.0,4.0211,50.9507,10668.0,False,245.94,103.43,0.0,,11368.0,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112637.0,1731112637.0,4.4354,50.8869,10759.44,False,249.04,103.86,0.0,,11459.44,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112738.0,1731112738.0,4.7806,50.8329,11277.6,False,245.92,103.92,0.0,,11977.6,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112856.0,1731112856.0,5.1771,50.7696,11277.6,False,244.18,104.27,0.0,,11977.6,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731112989.0,1731112989.0,5.6193,50.697,11277.6,False,242.57,104.74,0.0,,11977.6,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113110.0,1731113110.0,6.0208,50.6295,11277.6,False,241.21,104.96,0.0,,11977.6,,False,0,Belgium,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113226.0,1731113226.0,6.4005,50.5643,11277.6,False,239.99,105.29,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113335.0,1731113335.0,6.7533,50.5024,11277.6,False,239.14,105.47,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113464.0,1731113464.0,7.1712,50.4273,11277.6,False,240.05,105.79,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113586.0,1731113586.0,7.5668,50.3547,11277.6,False,239.48,106.22,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113687.0,1731113687.0,7.8876,50.295,11277.6,False,233.59,104.8,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113816.0,1731113816.0,8.3072,50.2571,11277.6,False,235.66,97.65,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731113936.0,1731113936.0,8.7007,50.2223,11277.6,False,237.4,97.97,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114044.0,1731114044.0,9.0552,50.1899,11277.6,False,236.6,98.38,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114174.0,1731114174.0,9.4816,50.1707,11277.6,False,234.75,92.14,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114283.0,1731114283.0,9.8385,50.1618,11277.6,False,231.71,92.42,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114407.0,1731114407.0,10.2349,50.1442,11277.6,False,229.33,97.48,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114536.0,1731114536.0,10.6443,50.1092,11269.98,False,228.23,98.29,0.0,,11969.98,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114660.0,1731114660.0,11.0329,50.0758,11277.6,False,225.93,94.18,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114775.0,1731114775.0,11.3954,50.0806,11277.6,False,226.38,89.09,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca301,RYR19TJ,Ireland,1731114894.0,1731114894.0,11.7727,50.0846,11277.6,False,227.41,89.22,0.0,,11977.6,,False,0,Germany,4ca301_160b520a,0,
4ca4ec,RYR50YR,Ireland,1730764800.0,1730764800.0,-0.7293,46.8244,11582.4,False,224.23,353.41,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730764912.0,1730764912.0,-0.7679,47.0507,11582.4,False,225.89,353.2,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765028.0,1730765028.0,-0.8081,47.286,11582.4,False,228.44,353.28,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765133.0,1730765133.0,-0.8455,47.5001,11582.4,False,230.03,353.19,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765263.0,1730765263.0,-0.8802,47.7692,11582.4,False,231.77,355.29,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765380.0,1730765380.0,-0.9101,48.0131,11582.4,False,233.35,355.19,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765499.0,1730765499.0,-0.9407,48.2604,11582.4,False,233.35,355.19,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765605.0,1730765605.0,-0.9688,48.4816,11582.4,False,233.35,355.19,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765731.0,1730765731.0,-1.0021,48.7452,11582.4,False,235.96,355.12,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765843.0,1730765843.0,-1.0322,48.9813,11582.4,False,235.49,354.99,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730765966.0,1730765966.0,-1.0658,49.2418,11582.4,False,238.52,355.17,0.0,,12282.4,,False,0,France,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766084.0,1730766084.0,-1.0989,49.495,11582.4,False,242.19,355.0,0.0,,12282.4,,False,0,Sea,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766205.0,1730766205.0,-1.0504,49.7632,11582.4,False,252.06,10.35,0.0,,12282.4,,False,0,Sea,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766324.0,1730766324.0,-0.977,50.0262,10904.22,False,243.92,9.96,0.0,,11604.22,,False,0,Sea,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766440.0,1730766440.0,-0.9073,50.2808,8953.5,False,255.28,10.45,0.0,,9653.5,,False,0,Sea,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766555.0,1730766555.0,-0.8359,50.532,7444.74,False,235.64,10.06,0.0,,8144.74,,False,0,Sea,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766661.0,1730766661.0,-0.7747,50.7445,6179.82,False,219.76,10.52,0.0,,6879.82,,False,0,Sea,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766787.0,1730766787.0,-0.6536,50.9686,5791.2,False,203.29,22.15,0.0,,6491.2,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730766907.0,1730766907.0,-0.5206,51.1729,5791.2,False,205.78,22.33,0.0,,6491.2,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767024.0,1730767024.0,-0.3894,51.373,5562.6,False,205.98,22.47,0.0,,6262.6,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767142.0,1730767142.0,-0.2475,51.5672,4381.5,False,195.81,25.69,0.0,,5081.5,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767257.0,1730767257.0,-0.1228,51.729,3924.3,False,155.55,25.46,0.0,,4624.3,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767378.0,1730767378.0,-0.0172,51.878,3375.66,False,145.58,23.76,0.0,,4075.66,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767498.0,1730767498.0,0.0633,52.0186,3048.0,False,132.26,1.56,0.0,,3748.0,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767613.0,1730767613.0,0.0159,52.1326,2758.44,False,103.12,282.09,0.0,,3458.44,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767735.0,1730767735.0,-0.045,52.0467,2743.2,False,109.13,188.13,0.0,,3443.2,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767836.0,1730767836.0,0.0557,51.9653,2529.84,False,140.28,105.31,0.0,,3229.84,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730767954.0,1730767954.0,0.2539,52.0403,1927.86,False,138.47,60.39,0.0,,2627.8599999999997,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730768087.0,1730768087.0,0.4304,52.0183,1249.68,False,82.03,191.94,0.0,,1949.68,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730768208.0,1730768208.0,0.3417,51.9561,640.08,False,72.06,223.26,0.0,,1340.08,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730768322.0,1730768322.0,0.2687,51.9075,251.46,False,64.41,223.38,0.0,,951.46,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ec,RYR50YR,Ireland,1730768340.0,1730768340.0,0.257,51.8998,190.5,False,66.24,223.11,0.0,,890.5,,False,0,United Kingdom,4ca4ec_3cb6ae87,0,
4ca4ee,RYR499G,Ireland,1732233600.0,1732233600.0,4.4154,50.4491,670.56,False,92.99,245.14,0.0,,1370.56,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732233715.0,1732233715.0,4.264,50.3964,2484.12,False,115.96,205.77,0.0,,3184.12,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732233831.0,1732233831.0,4.4416,50.332,3665.22,False,190.17,93.41,0.0,,4365.219999999999,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732233937.0,1732233937.0,4.7213,50.2939,5257.8,False,205.29,118.11,0.0,,5957.8,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234063.0,1732234063.0,5.049,50.1821,7010.4,False,218.64,118.07,0.0,,7710.4,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234183.0,1732234183.0,5.3805,50.068,8267.7,False,231.32,118.27,0.0,,8967.7,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234300.0,1732234300.0,5.7215,49.9492,9189.72,False,244.7,118.5,0.0,,9889.72,,False,0,Belgium,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234418.0,1732234418.0,6.0764,49.8239,10226.04,False,244.29,118.83,0.0,,10926.04,,False,0,Luxembourg,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234533.0,1732234533.0,6.407,49.6989,10668.0,False,236.31,124.62,0.0,,11368.0,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234654.0,1732234654.0,6.7297,49.5538,11346.18,False,228.05,124.8,0.0,,12046.18,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234774.0,1732234774.0,7.0428,49.4116,11864.34,False,233.06,125.02,0.0,,12564.34,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732234889.0,1732234889.0,7.345,49.2727,11887.2,False,233.65,125.23,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235011.0,1732235011.0,7.662,49.1252,11887.2,False,231.98,125.52,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235112.0,1732235112.0,7.9198,49.0041,11887.2,False,230.12,125.54,0.0,,12587.2,,False,0,France,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235229.0,1732235229.0,8.2144,48.8643,11887.2,False,228.45,125.84,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235362.0,1732235362.0,8.5457,48.7052,11887.2,False,229.36,126.15,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235484.0,1732235484.0,8.8592,48.5529,11887.2,False,232.54,126.36,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235600.0,1732235600.0,9.1544,48.4079,11887.2,False,236.03,126.67,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235709.0,1732235709.0,9.432,48.269,11887.2,False,238.44,130.01,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235838.0,1732235838.0,9.6901,48.0529,11887.2,False,236.89,147.41,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732235960.0,1732235960.0,9.8981,47.8352,11887.2,False,236.03,147.28,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236061.0,1732236061.0,10.0692,47.6541,11887.2,False,237.05,147.59,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236190.0,1732236190.0,10.2877,47.421,11887.2,False,239.07,147.75,0.0,,12587.2,,False,0,Germany,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236310.0,1732236310.0,10.4884,47.2046,11887.2,False,235.79,147.84,0.0,,12587.2,,False,0,Austria,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236418.0,1732236418.0,10.6607,47.0082,11887.2,False,236.63,149.42,0.0,,12587.2,,False,0,Austria,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236548.0,1732236548.0,10.8679,46.7693,11887.2,False,239.45,149.25,0.0,,12587.2,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236657.0,1732236657.0,11.0422,46.5669,11887.2,False,241.66,149.56,0.0,,12587.2,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236781.0,1732236781.0,11.2399,46.3343,11887.2,False,241.85,149.73,0.0,,12587.2,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732236910.0,1732236910.0,11.4413,46.0954,11887.2,False,238.66,149.57,0.0,,12587.2,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732237034.0,1732237034.0,11.6333,45.8649,11300.46,False,240.44,149.81,0.0,,12000.46,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732237149.0,1732237149.0,11.8097,45.6511,10668.0,False,240.88,149.88,0.0,,11368.0,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4ee,RYR499G,Ireland,1732237268.0,1732237268.0,11.9916,45.429,10668.0,False,239.16,150.35,0.0,,11368.0,,False,0,Italy,4ca4ee_24ac999a,0,
4ca4f2,RYR3UM,Ireland,1730592000.0,1730592000.0,14.3734,40.3014,5356.86,False,137.87,345.96,0.0,,6056.86,,False,0,Sea,4ca4f2_ee32cae2,0,
4ca4f2,RYR3UM,Ireland,1730592114.0,1730592114.0,14.2237,40.3792,4488.18,False,133.56,299.03,0.0,,5188.18,,False,0,Sea,4ca4f2_ee32cae2,0,
4ca4f2,RYR3UM,Ireland,1730592230.0,1730592230.0,14.0679,40.4454,3497.58,False,129.87,298.9,0.0,,4197.58,,False,0,Sea,4ca4f2_ee32cae2,0,
4ca4f2,RYR3UM,Ireland,1730592333.0,1730592333.0,13.9689,40.529,3124.2,False,123.67,330.88,0.0,,3824.2,,False,0,Sea,4ca4f2_ee32cae2,0,
4ca4f2,RYR3UM,Ireland,1730592463.0,1730592463.0,13.9244,40.6556,2583.18,False,111.75,42.95,0.0,,3283.18,,False,0,Sea,4ca4f2_ee32cae2,0,
4ca4f2,RYR3UM,Ireland,1730592582.0,1730592582.0,14.0259,40.7398,1889.76,False,98.66,42.68,0.0,,2589.76,,False,0,Sea,4ca4f2_ee32cae2,0,
4ca4f2,RYR3UM,Ireland,1730592687.0,1730592687.0,14.1197,40.7965,1173.48,False,91.5,54.61,0.0,,1873.48,,False,0,Italy,4ca4f2_ee32cae2,0,
4ca569,RYR75EV,Ireland,1732060800.0,1732060800.0,15.3825,37.6147,3825.24,False,176.47,31.65,0.0,,4525.24,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732060922.0,1732060922.0,15.4163,37.8069,5234.94,False,211.69,338.17,0.0,,5934.94,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061043.0,1732061043.0,15.3053,38.0279,6675.12,False,226.31,338.39,0.0,,7375.12,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061158.0,1732061158.0,15.1928,38.2508,7856.22,False,234.62,338.39,0.0,,8556.220000000001,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061280.0,1732061280.0,15.0714,38.4899,8976.36,False,238.73,338.24,0.0,,9676.36,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061380.0,1732061380.0,14.972,38.6851,9890.76,False,235.0,338.15,0.0,,10590.76,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061473.0,1732061473.0,14.9321,38.7627,10233.66,False,232.43,338.03,0.0,,10933.66,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061630.0,1732061630.0,14.8718,38.8797,10591.8,False,234.53,338.11,0.0,,11291.8,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061753.0,1732061753.0,14.7633,39.09,11254.74,False,232.62,337.92,0.0,,11954.74,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061863.0,1732061863.0,14.4817,39.6307,11582.4,False,232.9,338.08,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732061978.0,1732061978.0,14.3647,39.8535,11582.4,False,233.09,337.96,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062107.0,1732062107.0,14.2331,40.1037,11582.4,False,233.76,337.89,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062229.0,1732062229.0,14.1065,40.342,11582.4,False,234.91,337.87,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062330.0,1732062330.0,14.0021,40.5372,11582.4,False,230.91,337.61,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062459.0,1732062459.0,13.8692,40.7847,11582.4,False,230.43,337.56,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062579.0,1732062579.0,13.7422,41.0146,11582.4,False,231.22,333.43,0.0,,12282.4,,False,0,Sea,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062687.0,1732062687.0,13.6078,41.2155,11582.4,False,232.37,333.15,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062817.0,1732062817.0,13.4468,41.4579,11582.4,False,231.45,333.32,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732062926.0,1732062926.0,13.3116,41.6588,11582.4,False,228.46,333.09,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732063050.0,1732063050.0,13.1577,41.885,11582.4,False,226.16,333.09,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732063179.0,1732063179.0,12.9987,42.1182,11582.4,False,226.63,332.85,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732063303.0,1732063303.0,12.841,42.3454,11582.4,False,230.77,332.81,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732063418.0,1732063418.0,12.694,42.5579,11582.4,False,226.17,332.79,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca569,RYR75EV,Ireland,1732063537.0,1732063537.0,12.5459,42.7697,11582.4,False,224.8,332.61,0.0,,12282.4,,False,0,Italy,4ca569_79007507,0,
4ca56a,RYR97PU,Ireland,1732406400.0,1732406400.0,-0.6713,38.2997,1120.14,False,111.22,279.85,0.0,,1820.14,,False,0,Spain,4ca56a_8e273ba3,0,
4ca56a,RYR97PU,Ireland,1732406512.0,1732406512.0,-0.7696,38.3688,2453.64,False,139.43,348.94,0.0,,3153.64,,False,0,Spain,4ca56a_8e273ba3,0,
